,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Month,DJREI,Fannie,LaborForce,UnemplRate,Corn
1630,172,20,RL,141.0,31770,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,639.0,Unf,0.0,441.0,1080.0,GasA,Fa,Y,SBrkr,1656,0,0,1656,1.0,0.0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1960.0,Fin,2.0,528.0,TA,TA,P,210,62,0,0,0,0,No,No,No,0,5,2010,WD,Normal,215000,201005,193.49,4.856,53720.0,4.0,3.6601460000000086
1631,173,160,RL,44.0,5306,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,495.0,Rec,215.0,354.0,1064.0,GasA,Gd,Y,SBrkr,1064,703,0,1767,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987.0,RFn,2.0,504.0,Gd,TA,Y,441,35,0,0,0,0,No,No,No,0,6,2006,WD,Normal,239000,200606,282.38,6.645,46305.0,3.1,2.2187760000000023
1632,174,20,RL,80.0,10197,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,TA,TA,No,ALQ,288.0,Rec,374.0,700.0,1362.0,GasA,TA,Y,SBrkr,1362,0,0,1362,1.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1961.0,Unf,2.0,504.0,TA,TA,Y,0,20,0,0,0,0,No,No,No,0,6,2008,COD,Normal,163000,200806,237.14,6.063,47000.0,3.8,4.710038000000005
1633,175,20,RL,47.0,12416,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,Plywood,Stone,132.0,TA,TA,CBlock,Gd,Fa,No,ALQ,1398.0,LwQ,208.0,0.0,1606.0,GasA,TA,Y,SBrkr,1651,0,0,1651,1.0,0.0,2,0,3,1,TA,7,Min2,1,TA,Attchd,1986.0,Fin,2.0,616.0,TA,TA,Y,192,0,0,0,0,0,No,No,No,0,11,2008,WD,Normal,184000,200811,126.9,6.465,50036.0,3.0,5.3698360000000065
1634,176,20,RL,84.0,12615,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,477.0,Unf,0.0,725.0,1202.0,GasA,TA,Y,SBrkr,2158,0,0,2158,1.0,0.0,2,0,4,1,Gd,7,Typ,1,Gd,Attchd,1950.0,Unf,2.0,576.0,TA,TA,Y,0,29,39,0,0,0,No,MnPrv,No,0,6,2007,WD,Normal,243000,200706,302.56,6.398,46165.0,3.3,3.4081400000000044
1635,177,60,RL,97.0,10029,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,Gd,TA,No,GLQ,831.0,Unf,0.0,320.0,1151.0,GasA,TA,Y,SBrkr,1164,896,0,2060,0.0,1.0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1988.0,Unf,2.0,521.0,TA,TA,Y,0,228,0,0,192,0,No,No,No,0,9,2007,WD,Normal,211000,200709,299.35,6.365,48683.0,2.6,3.6523600000000043
1636,178,50,RL,72.0,13650,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,57.0,BLQ,441.0,554.0,1052.0,GasA,Ex,Y,SBrkr,1252,668,0,1920,1.0,0.0,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,1958.0,Unf,2.0,451.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,7,2006,WD,Normal,172500,200607,290.01,6.747999999999999,47309.0,2.7,2.225586000000001
1637,179,20,RL,63.0,17423,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,1904.0,Unf,0.0,312.0,2216.0,GasA,Ex,Y,SBrkr,2234,0,0,2234,1.0,0.0,2,0,1,1,Ex,9,Typ,1,Gd,Attchd,2009.0,Fin,3.0,1166.0,TA,TA,Y,0,60,0,0,0,0,No,No,No,0,7,2009,New,Partial,501837,200907,139.86,5.106,48360.0,5.2,4.106024000000008
1638,180,30,RM,60.0,8520,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,968.0,968.0,GasA,TA,Y,SBrkr,968,0,0,968,0.0,0.0,1,0,2,1,TA,5,Typ,0,No,Detchd,1935.0,Unf,2.0,480.0,Fa,TA,N,0,0,184,0,0,0,No,No,No,0,7,2007,WD,Normal,100000,200707,276.52,6.606,46881.0,2.8,3.476770000000006
1639,181,160,FV,72.5,2117,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,436.0,Unf,0.0,320.0,756.0,GasA,Ex,Y,SBrkr,769,756,0,1525,0.0,0.0,2,1,3,1,Gd,5,Typ,1,TA,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,6,2007,WD,Normal,177000,200706,302.56,6.398,46165.0,3.3,3.4081400000000044
1640,182,70,RL,54.0,7588,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,352.0,Unf,0.0,441.0,793.0,GasA,Gd,Y,SBrkr,901,901,0,1802,0.0,0.0,1,1,4,1,TA,9,Typ,1,Gd,Detchd,1920.0,Unf,1.0,216.0,Fa,TA,Y,0,0,40,0,0,0,No,No,No,0,7,2006,WD,Normal,200100,200607,290.01,6.747999999999999,47309.0,2.7,2.225586000000001
1641,183,20,RL,60.0,9060,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,TA,PConc,No,No,No,No,0.0,No,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,1340,0,0,1340,0.0,0.0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1957.0,RFn,1.0,252.0,TA,TA,Y,116,0,0,180,0,0,No,MnPrv,No,0,6,2007,WD,Normal,120000,200706,302.56,6.398,46165.0,3.3,3.4081400000000044
1642,184,50,RM,63.0,11426,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1362.0,1362.0,GasA,Ex,Y,SBrkr,1362,720,0,2082,0.0,0.0,2,1,3,1,Gd,6,Mod,0,No,Detchd,2003.0,Unf,2.0,484.0,TA,TA,N,280,238,0,0,0,0,No,No,No,0,6,2008,WD,Normal,200000,200806,237.14,6.063,47000.0,3.8,4.710038000000005
1643,185,50,RL,92.0,7438,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,504.0,504.0,GasA,Gd,Y,SBrkr,936,316,0,1252,0.0,0.0,1,0,3,1,TA,5,Typ,0,No,Attchd,1986.0,Unf,2.0,576.0,TA,TA,Y,104,0,0,0,0,0,No,MnPrv,No,0,6,2006,WD,Normal,127000,200606,282.38,6.645,46305.0,3.1,2.2187760000000023
1644,186,75,RM,90.0,22950,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,1107.0,1107.0,GasA,Ex,Y,SBrkr,1518,1518,572,3608,0.0,0.0,2,1,4,1,Ex,12,Typ,2,TA,Detchd,1993.0,Unf,3.0,840.0,Ex,TA,Y,0,260,0,0,410,0,No,GdPrv,No,0,6,2006,WD,Normal,475000,200606,282.38,6.645,46305.0,3.1,2.2187760000000023
1645,187,80,RL,74.0,9947,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,611.0,Unf,0.0,577.0,1188.0,GasA,Ex,Y,SBrkr,1217,0,0,1217,1.0,0.0,2,0,3,1,Gd,6,Typ,0,No,Attchd,1990.0,Unf,2.0,497.0,TA,TA,Y,168,27,0,0,0,0,No,GdPrv,No,0,6,2009,WD,Normal,173000,200906,126.77,4.912,47893.0,5.7,4.370744000000007
1646,188,50,RL,60.0,10410,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,Ex,Y,SBrkr,808,704,144,1656,0.0,0.0,2,1,3,1,TA,8,Min2,0,No,Detchd,1916.0,Unf,1.0,180.0,Fa,Fa,N,0,0,0,140,0,0,No,MnPrv,No,0,8,2009,WD,Normal,135000,200908,157.37,4.946000000000001,48308.0,5.3,3.9171960000000063
1647,189,90,RL,64.0,7018,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1086.0,Unf,0.0,0.0,1086.0,GasA,TA,Y,SBrkr,1224,0,0,1224,2.0,0.0,0,2,2,2,TA,6,Typ,2,TA,Detchd,1979.0,Unf,2.0,528.0,TA,TA,Y,120,0,0,0,0,0,No,No,No,0,6,2009,WD,Alloca,153337,200906,126.77,4.912,47893.0,5.7,4.370744000000007
1648,190,120,RL,41.0,4923,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1153.0,Unf,0.0,440.0,1593.0,GasA,Ex,Y,SBrkr,1593,0,0,1593,1.0,0.0,1,1,0,1,Ex,5,Typ,1,Gd,Attchd,2001.0,Fin,2.0,682.0,TA,TA,Y,0,120,0,0,224,0,No,No,No,0,8,2008,WD,Normal,286000,200808,245.95,6.287999999999999,47321.0,3.5,5.171546000000006
1649,191,70,RL,70.0,10570,Pave,None,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,297.0,Unf,0.0,556.0,853.0,GasA,TA,Y,SBrkr,1549,1178,0,2727,0.0,0.0,2,1,3,1,Gd,10,Maj1,2,TA,Detchd,1932.0,Unf,2.0,440.0,TA,TA,Y,0,74,0,0,0,0,No,No,No,0,12,2007,WD,Normal,315000,200712,257.45,5.851,48604.0,2.8,3.7616800000000046
1650,192,60,RL,73.0,7472,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,ALQ,626.0,Unf,0.0,99.0,725.0,GasA,Gd,Y,SBrkr,725,754,0,1479,1.0,0.0,1,1,4,1,Gd,7,Typ,0,No,Attchd,1972.0,Fin,2.0,484.0,TA,TA,Y,0,32,0,0,0,0,No,No,No,0,6,2007,WD,Normal,184000,200706,302.56,6.398,46165.0,3.3,3.4081400000000044
1651,193,20,RL,68.0,9017,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,560.0,Unf,0.0,871.0,1431.0,GasA,Ex,Y,SBrkr,1431,0,0,1431,1.0,0.0,2,0,3,1,Gd,6,Typ,0,No,Attchd,1999.0,Fin,2.0,666.0,TA,TA,Y,0,35,0,0,0,0,No,No,No,0,9,2009,WD,Normal,192000,200909,166.24,4.893,49935.0,4.5,3.7390960000000066
1652,194,160,RM,24.0,2522,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,0,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,No,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,No,No,No,0,5,2006,WD,Normal,130000,200605,270.3,6.446000000000001,47642.0,2.5,2.205308000000002
1653,195,20,RL,60.0,7180,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,390.0,Unf,0.0,474.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,No,Detchd,1989.0,Unf,1.0,352.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,5,2008,WD,Normal,127000,200805,269.75,5.775,48846.0,3.0,4.438654000000007
1654,196,160,RL,24.0,2280,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,566.0,Unf,0.0,289.0,855.0,GasA,TA,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976.0,Unf,2.0,440.0,TA,TA,Y,87,0,0,0,0,0,No,No,No,0,7,2009,WD,Normal,148500,200907,139.86,5.106,48360.0,5.2,4.106024000000008
1655,197,20,RL,79.0,9416,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,205.0,Ex,TA,PConc,Ex,TA,No,GLQ,1126.0,Unf,0.0,600.0,1726.0,GasA,Ex,Y,SBrkr,1726,0,0,1726,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,786.0,TA,TA,Y,171,138,0,0,266,0,No,No,No,0,9,2007,New,Partial,311872,200709,299.35,6.365,48683.0,2.6,3.6523600000000043
1656,198,75,RL,174.0,25419,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,1990,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,1036.0,LwQ,184.0,140.0,1360.0,GasA,Gd,Y,SBrkr,1360,1360,392,3112,1.0,1.0,2,0,4,1,Gd,8,Typ,1,Ex,Detchd,1918.0,Unf,2.0,795.0,TA,TA,Y,0,16,552,0,0,512,Ex,GdPrv,No,0,3,2006,WD,Abnorml,235000,200603,289.17,6.131,47515.0,2.7,2.150374000000003
1657,199,75,RM,92.0,5520,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,755.0,755.0,GasA,Ex,Y,SBrkr,929,929,371,2229,0.0,0.0,1,0,5,1,TA,8,Typ,0,No,No,0.0,No,0.0,0.0,No,No,Y,0,198,30,0,0,0,No,MnPrv,No,0,7,2009,WD,Abnorml,104000,200907,139.86,5.106,48360.0,5.2,4.106024000000008
1658,200,20,RL,76.0,9591,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1088.0,Unf,0.0,625.0,1713.0,GasA,Ex,Y,SBrkr,1713,0,0,1713,1.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2004.0,Fin,3.0,856.0,TA,TA,Y,0,26,0,0,170,0,No,No,No,0,1,2009,WD,Normal,274900,200901,121.12,4.635,48731.0,4.5,5.226996000000008
1659,201,20,RM,80.0,8546,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1121.0,1121.0,GasA,Ex,Y,SBrkr,1121,0,0,1121,0.0,0.0,2,0,2,1,TA,5,Typ,0,No,Attchd,2003.0,RFn,2.0,440.0,TA,TA,Y,132,64,0,0,0,0,No,No,No,0,3,2010,WD,Normal,140000,201003,193.37,4.762,53639.0,4.6,3.734616000000009
1660,202,20,RL,75.0,10125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,641.0,LwQ,279.0,276.0,1196.0,GasA,TA,Y,SBrkr,1279,0,0,1279,0.0,1.0,2,0,3,1,TA,6,Typ,2,Fa,Detchd,1980.0,Unf,2.0,473.0,TA,TA,Y,238,83,0,0,0,0,No,MnPrv,No,0,2,2008,WD,Normal,171500,200802,244.57,5.534,49426.0,3.0,3.9235120000000046
1661,203,50,RL,50.0,7000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617.0,Unf,0.0,0.0,617.0,GasA,Gd,Y,SBrkr,865,445,0,1310,0.0,0.0,2,0,2,1,TA,6,Min1,0,No,Attchd,1924.0,Unf,1.0,398.0,TA,TA,Y,0,0,126,0,0,0,No,No,No,0,5,2006,COD,Normal,112000,200605,270.3,6.446000000000001,47642.0,2.5,2.205308000000002
1662,204,120,RM,70.0,4438,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,149,0,0,0,0,0,No,No,No,0,1,2008,WD,Normal,149000,200801,255.58,5.932,47667.0,3.1,3.8422000000000054
1663,205,50,RM,50.0,3500,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,312.0,Unf,0.0,408.0,720.0,GasA,TA,Y,SBrkr,720,564,0,1284,0.0,0.0,1,1,2,1,TA,5,Typ,0,No,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0,35,0,0,0,0,No,MnWw,No,0,4,2009,WD,Normal,110000,200904,129.02,4.39,50050.0,4.6,4.775104000000007
1664,206,20,RL,99.0,11851,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1424.0,1424.0,GasA,Ex,Y,SBrkr,1442,0,0,1442,0.0,0.0,2,0,3,1,TA,5,Typ,0,No,Attchd,1990.0,RFn,2.0,500.0,TA,TA,Y,0,34,0,508,0,0,No,No,No,0,5,2009,WD,Normal,180500,200905,130.84,4.585,49270.0,4.6,4.630454000000006
1665,207,20,RL,40.0,13673,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1140.0,1140.0,GasA,TA,Y,SBrkr,1696,0,0,1696,0.0,0.0,1,1,3,1,TA,8,Min2,1,TA,Attchd,1962.0,RFn,1.0,349.0,TA,TA,Y,0,30,0,0,0,0,No,No,No,0,3,2007,WD,Normal,143900,200703,334.14,6.069,48021.0,2.8,3.0797740000000027
1666,208,20,RL,73.0,12493,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,419.0,Rec,306.0,375.0,1100.0,GasA,TA,Y,SBrkr,1100,0,0,1100,1.0,0.0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1960.0,RFn,1.0,312.0,TA,TA,Y,355,0,0,0,0,0,No,GdWo,No,0,4,2008,WD,Normal,141000,200804,268.49,5.662999999999999,49506.0,2.8,4.246434000000006
1667,209,60,RL,67.0,14364,Pave,None,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065.0,Unf,0.0,92.0,1157.0,GasA,Ex,Y,SBrkr,1180,882,0,2062,1.0,0.0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,1988.0,Fin,2.0,454.0,TA,TA,Y,60,55,0,0,154,0,No,No,No,0,4,2007,WD,Normal,277000,200704,334.29,6.121,48530.0,2.6,3.1787200000000038
1668,210,20,RL,75.0,8250,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787.0,Unf,0.0,305.0,1092.0,GasA,Ex,Y,SBrkr,1092,0,0,1092,1.0,0.0,1,0,3,1,TA,6,Typ,0,No,Attchd,1964.0,RFn,2.0,504.0,TA,Gd,Y,0,0,0,0,0,0,No,MnPrv,No,0,7,2008,WD,Normal,145000,200807,241.83,6.185,47360.0,3.5,4.989808000000006
1669,211,30,RL,67.0,5604,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0.0,396.0,864.0,GasA,TA,N,FuseA,864,0,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,No,No,0.0,No,0.0,0.0,No,No,Y,0,0,96,0,0,0,No,No,No,0,4,2008,WD,Normal,98000,200804,268.49,5.662999999999999,49506.0,2.8,4.246434000000006
1670,212,20,RL,83.0,10420,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,36.0,Unf,0.0,1176.0,1212.0,GasA,Ex,Y,SBrkr,1212,0,0,1212,0.0,0.0,2,0,3,1,Gd,6,Typ,0,No,Attchd,2009.0,RFn,2.0,460.0,TA,TA,Y,100,22,0,0,0,0,No,No,No,0,3,2010,WD,Normal,186000,201003,193.37,4.762,53639.0,4.6,3.734616000000009
1671,213,60,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822.0,Unf,0.0,78.0,900.0,GasA,Ex,Y,SBrkr,932,920,0,1852,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2009.0,RFn,2.0,644.0,TA,TA,Y,168,108,0,0,0,0,No,No,No,0,7,2009,New,Partial,252678,200907,139.86,5.106,48360.0,5.2,4.106024000000008
1672,214,20,RL,43.0,13568,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716.0,Unf,0.0,274.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,0.0,1.0,1,0,3,1,TA,5,Typ,0,No,Attchd,1996.0,Unf,2.0,576.0,TA,TA,Y,224,0,0,0,0,0,No,No,No,0,7,2006,WD,Normal,156000,200607,290.01,6.747999999999999,47309.0,2.7,2.225586000000001
