"","School","LotFrontage","LotArea","MoSold","YrSold","SalePrice","TotalBsmtSF"
"631","High",136,11675,7,2008,350000,1982
"632","High",93,12090,7,2006,258000,1141
"633","High",83,10790,5,2007,252000,1066
"634","High",104,21535,1,2007,755000,2444
"635","High",79,10208,7,2009,265000,1264
"636","High",92,9920,6,2007,269790,1117
"637","High",97,10990,6,2008,279500,1064
"638","High",95,11787,8,2007,315750,1379
"639","High",59,10593,3,2010,260400,1720
"640","High",83,10019,6,2006,350000,1342
"641","High",82,9950,6,2007,290000,1203
"642","High",114,17242,5,2006,584500,1733
"643","High",NA,11929,6,2008,290000,1242
"644","High",NA,10750,6,2009,315000,2024
"645","High",NA,10236,6,2006,321000,1290
"646","High",91,10437,8,2008,350000,2109
"647","High",98,12256,4,2010,325000,1463
"648","High",65,12257,11,2007,290000,1318
"649","High",96,10542,8,2008,341000,1311
"650","High",90,9900,4,2009,260000,1347
"651","High",91,10010,7,2008,287500,1080
"652","High",92,10120,12,2006,290000,1165
"653","High",NA,12585,10,2006,315000,1286
"654","High",NA,12692,5,2007,430000,3200
"655","High",88,11762,9,2007,263000,1105
"656","High",82,9044,5,2007,330000,1325
"657","High",92,11764,4,2010,290000,1152
"658","High",58,16770,6,2010,221000,1195
"659","High",79,9085,11,2009,260000,1070
"660","High",56,14720,3,2010,410000,2033
"661","High",NA,11692,10,2009,263550,1173
"662","High",81,10944,8,2008,271000,1223
"663","High",91,14303,8,2008,301500,1986
"664","High",52,46589,7,2009,402000,1629
"665","High",NA,29959,1,2009,248000,973
"666","High",92,11932,6,2008,235128,1580
"667","High",74,9612,12,2009,244600,1468
"668","High",75,9910,9,2007,213133,1369
"669","High",86,14598,1,2008,214000,894
"670","High",91,11830,7,2007,260261,1542
"671","High",75,11957,7,2008,232000,1574
"672","High",75,12447,1,2006,252000,1100
"673","High",74,13253,5,2008,240000,1578
"674","High",75,14587,8,2008,264132,1498
"675","High",84,11670,3,2007,320000,1905
"676","High",49,15218,9,2006,336820,1670
"677","High",49,15256,8,2007,282922,1485
"678","High",49,20896,1,2006,423000,2077
"679","High",85,10182,5,2006,290000,1660
"680","High",86,11194,9,2009,275000,1696
"681","High",76,10612,1,2007,215000,1524
"682","High",98,12291,10,2007,419005,1966
"683","High",116,13501,6,2007,255000,1623
"684","High",78,10206,10,2008,245000,1563
"685","High",78,10206,9,2009,257500,1614
"686","High",91,12274,7,2008,227680,1417
"687","High",75,9986,2,2007,147000,1795
"688","High",73,9801,7,2008,257000,1341
"689","High",85,9965,9,2007,235876,1528
"690","High",80,9428,2,2008,297900,955
"691","High",78,9262,5,2009,287090,1573
"692","High",79,9416,9,2007,311872,1726
"693","High",85,10130,3,2009,275500,1702
"694","High",83,9849,6,2007,248328,1689
"695","High",85,10000,12,2007,227000,1588
"696","High",87,10037,8,2008,247000,1460
"697","High",73,8688,4,2006,232000,1616
"698","High",74,8847,12,2007,260000,1538
"699","High",76,9158,6,2007,225000,1496
"700","High",76,9139,9,2009,245000,1422
"701","High",70,8251,4,2007,249000,1494
"702","High",75,9675,2,2009,253000,1113
"703","High",75,10084,8,2007,307000,1686
"704","High",85,11128,10,2009,468000,2458
"705","High",85,10936,9,2006,199000,1504
"706","High",70,9605,7,2007,250000,982
"707","High",73,8987,5,2010,221500,1595
"708","High",75,8778,3,2007,221300,1302
"709","High",92,9215,4,2010,204500,1218
"710","High",72,8640,7,2009,252678,900
"711","High",72,8640,11,2007,208900,1338
"712","High",72,8640,10,2006,198600,1278
"713","High",75,9000,6,2009,210000,768
"714","High",75,9000,6,2007,210400,1335
"715","High",75,7862,9,2009,208300,1218
"716","High",90,7993,10,2009,225000,1436
"717","High",72,8640,7,2008,212700,1363
"718","High",72,8640,9,2009,229456,1300
"719","High",72,8640,5,2008,250580,1372
"720","High",72,8640,5,2009,229800,1402
"721","High",72,8640,6,2010,215200,756
"722","High",72,8640,11,2007,255000,896
"723","High",81,10411,7,2007,212109,725
"724","High",75,9000,4,2010,262500,1566
"725","High",75,9000,12,2007,270000,1088
"726","High",75,9000,8,2007,303477,1184
"727","High",112,12606,5,2009,250000,1530
"728","High",112,12217,12,2007,310013,955
"729","High",85,9187,10,2009,370878,1766
"730","High",75,7500,6,2009,238500,1372
"731","High",95,11639,12,2008,182000,1428
"732","High",100,13162,11,2006,405749,2036
"733","High",84,11096,7,2007,249700,1656
"734","High",81,11216,6,2006,232600,1489
"735","High",75,9803,2,2008,226700,866
"736","High",85,11003,4,2009,310000,1017
"737","High",84,10603,7,2009,270000,900
"738","High",100,12552,5,2010,254900,991
"739","High",75,9375,8,2008,250000,1053
"740","High",85,10625,7,2008,250000,1026
"741","High",84,10207,8,2007,227875,874
"742","High",85,10574,5,2009,252000,1082
"743","High",85,10800,4,2008,339750,1034
"744","High",84,10728,8,2006,266000,1095
"745","High",84,10440,5,2010,271500,1468
"746","High",65,8125,3,2006,186500,756
"747","High",65,8125,2,2006,200825,858
"748","High",65,8125,10,2009,241000,1092
"749","High",65,8125,8,2006,197000,770
"750","High",65,8125,5,2008,205950,813
"751","High",65,8125,10,2009,264500,1836
"752","High",84,10440,5,2007,261329,1574
"753","High",100,11824,4,2007,253000,1685
"754","High",85,10625,6,2008,256000,1660
"755","High",85,10625,6,2007,265000,1158
"756","High",85,10625,3,2009,291000,1652
"757","High",102,11143,12,2007,340000,1580
"758","High",75,9375,11,2009,263000,912
"759","High",62,7500,10,2009,185000,1221
"760","High",60,7200,5,2006,185000,1262
"761","High",62,7500,4,2006,176000,1257
"762","High",60,7200,8,2006,187750,1293
"763","High",62,7500,4,2008,230348,1218
"764","High",68,8736,8,2009,234500,1553
"765","High",65,8127,3,2009,209000,812
"766","High",64,8791,5,2008,207500,864
"767","Sawyer",80,9605,4,2009,159000,1218
"768","Sawyer",63,7500,6,2007,146000,1100
"769","Sawyer",63,7500,6,2009,152000,1141
"770","Sawyer",63,7500,10,2007,147000,1143
"771","Sawyer",63,7500,8,2009,143500,1158
"772","Sawyer",63,7500,4,2008,141000,1080
"773","Sawyer",74,7733,1,2006,139500,1142
"774","Sawyer",91,11024,10,2006,186800,1400
"775","Sawyer",76,10142,1,2010,233000,956
"776","Sawyer",96,10628,1,2009,193000,835
"777","Sawyer",76,10141,1,2009,203000,1512
"778","Sawyer",70,11920,4,2010,181000,831
"779","Sawyer",67,10083,8,2009,184900,1176
"780","Sawyer",68,10110,7,2008,188000,835
"781","Sawyer",67,12774,7,2008,192500,835
"782","Sawyer",63,13072,5,2009,159000,1114
"783","Sawyer",63,13072,6,2008,146000,1175
"784","Sawyer",63,13072,3,2006,132000,1131
"785","Sawyer",63,13072,3,2006,142500,1141
"786","Sawyer",63,13072,8,2009,142000,1114
"787","Sawyer",63,13072,5,2006,158000,1158
"788","Sawyer",66,13695,6,2008,159000,1114
"789","Sawyer",66,13695,7,2008,155000,1114
"790","Sawyer",60,12450,6,2009,153000,1114
"791","Sawyer",60,12450,5,2007,149000,1094
"792","Sawyer",65,8366,12,2008,173000,798
"793","Sawyer",65,7800,4,2006,184000,891
"794","Sawyer",74,7632,3,2006,184900,784
"795","Sawyer",65,7441,6,2007,181000,1461
"796","Sawyer",81,9260,3,2008,170000,1162
"797","Sawyer",61,7328,2,2009,224243,1450
"798","Sawyer",70,8304,7,2006,187000,941
"799","Sawyer",43,11492,4,2009,220000,913
"800","Sawyer",NA,8880,5,2010,205000,948
"801","Sawyer",70,8462,7,2007,201000,928
"802","Sawyer",88,10994,9,2009,257000,1844
"803","Sawyer",65,8453,4,2008,182000,754
"804","Sawyer",50,8480,10,2008,163000,886
"805","Sawyer",65,8125,10,2008,193500,1408
"806","Sawyer",43,14565,11,2008,189000,832
"807","Sawyer",NA,11613,5,2007,191750,864
"808","Sawyer",65,8529,4,2009,189000,1454
"809","Sawyer",65,8450,9,2008,190500,827
"810","Sawyer",65,8450,12,2007,179000,1349
"811","Sawyer",NA,16196,8,2007,215000,1482
"812","Sawyer",75,8285,5,2008,175000,836
"813","Sawyer",65,7153,7,2006,175900,761
"814","Sawyer",NA,7153,6,2008,179200,1278
"815","Sawyer",70,7703,11,2009,171500,816
"816","Sawyer",76,9291,6,2008,187000,832
"817","Sawyer",50,8012,7,2008,193000,1604
"818","Sawyer",50,8012,7,2007,179200,1575
"819","Sawyer",50,8012,5,2010,143000,923
"820","Sawyer",50,8012,7,2007,128000,630
"821","Sawyer",70,11218,5,2010,189000,1055
"822","Sawyer",70,9370,10,2006,248500,836
"823","Sawyer",75,10762,4,2009,120000,626
"824","Sawyer",55,7892,4,2010,99500,918
"825","Sawyer",50,7175,2,2010,125000,744
"826","Sawyer",50,7175,2,2009,145000,1332
"827","Sawyer",50,7175,7,2006,172000,1398
"828","Sawyer",50,7175,6,2006,151000,1217
"829","Sawyer",55,7892,3,2008,153900,1199
"830","Sawyer",NA,9453,2,2010,194500,996
"831","Sawyer",NA,9019,7,2006,150000,636
"832","Sawyer",70,9109,10,2009,184000,754
"833","Sawyer",81,9672,5,2010,152000,1040
"834","Sawyer",70,8400,4,2010,171000,650
"835","Sawyer",NA,10274,7,2009,162000,676
"836","Sawyer",NA,9180,12,2007,144000,840
"837","Sawyer",75,8250,5,2009,160000,0
"838","Sawyer",60,8400,9,2009,82000,721
"839","Sawyer",60,8400,10,2007,144000,0
"840","Sawyer",70,9800,4,2010,67500,816
"841","Sawyer",NA,8900,11,2006,107000,1056
"842","Sawyer",60,9000,10,2009,76000,784
"843","Sawyer",60,7800,7,2006,119900,828
"844","Sawyer",70,9100,8,2008,128000,984
"845","Sawyer",70,9100,7,2006,129500,988
"846","Sawyer",70,9100,11,2006,125000,1728
"847","Sawyer",68,8930,4,2010,112000,0
"848","Sawyer",68,8927,8,2006,119500,0
"849","Sawyer",63,9750,11,2009,110000,980
"850","Sawyer",NA,9240,3,2006,144000,864
"851","Sawyer",NA,12968,9,2008,144000,912
"852","Sawyer",64,6285,3,2007,120750,894
"853","Sawyer",71,7064,7,2009,135000,980
"854","Sawyer",88,8471,7,2006,151000,506
"855","Sawyer",80,8480,7,2007,132500,970
"856","Sawyer",70,7420,4,2007,132000,1057
"857","Sawyer",NA,7758,3,2007,132500,999
"858","Sawyer",88,11782,6,2010,148000,1109
"859","Sawyer",75,8100,7,2008,135000,864
"860","Sawyer",NA,8499,6,2009,141000,864
"861","Sawyer",NA,9079,7,2009,122000,864
"862","Sawyer",85,6970,5,2007,129000,1040
"863","Sawyer",NA,9316,5,2009,124100,1024
"864","Sawyer",NA,9308,7,2006,126000,984
"865","Sawyer",40,13673,3,2007,143900,1140
"866","Sawyer",NA,7791,10,2009,129000,912
"867","Sawyer",65,8450,4,2010,138500,894
"868","Sawyer",65,8450,4,2008,115000,890
"869","Sawyer",65,8450,11,2006,116000,882
"870","Sawyer",NA,8638,10,2006,133500,925
"871","Sawyer",60,6360,1,2008,119916,864
"872","Sawyer",84,7476,6,2007,145000,1040
"873","Sawyer",NA,9819,2,2010,122000,882
"874","Sawyer",75,7500,6,2010,133000,1040
"875","Sawyer",80,10000,3,2009,131400,864
"876","Sawyer",NA,9945,10,2007,128500,988
"877","Sawyer",NA,13052,1,2006,120875,1024
"878","Sawyer",NA,13526,11,2006,137000,935
"879","Sawyer",NA,6897,4,2010,127000,1040
"880","Sawyer",60,8281,12,2009,62383,864
"881","Sawyer",NA,8020,4,2006,124000,912
"882","Sawyer",65,6993,6,2006,135000,912
"883","Sawyer",65,7150,10,2009,123000,912
"884","Sawyer",65,6768,5,2008,142000,912
"885","Sawyer",NA,8789,6,2006,129200,912
"886","Sawyer",NA,6173,8,2007,125500,876
"887","Sawyer",100,14330,1,2006,260000,1748
"888","Sawyer",NA,19522,2,2007,300000,1223
"889","Sawyer",95,19508,7,2008,192000,1430
"890","Sawyer",NA,17542,7,2007,294000,1192
"891","Sawyer",NA,15676,4,2009,275000,2014
"892","Sawyer",70,10759,7,2008,140000,1001
"893","Sawyer",44,10751,8,2007,129000,1037
"894","Sawyer",39,15410,4,2010,169000,1208
"895","Sawyer",NA,16647,1,2007,171000,1390
"896","Sawyer",43,12712,1,2007,147000,1044
"897","High",121,16059,4,2006,260000,1288
"898","High",NA,9572,6,2007,302000,1453
"899","High",NA,9205,6,2008,290000,930
"900","High",105,11025,10,2006,334000,1334
"901","High",105,11025,6,2008,372500,1848
"902","High",NA,14541,11,2006,310000,1338
"903","High",NA,13346,7,2006,268000,1095
"904","High",89,12461,7,2006,262000,1624
"905","High",107,10186,6,2010,190000,750
"906","High",85,13143,6,2010,362500,1231
"907","High",88,11134,6,2010,285000,1390
"908","High",85,10678,4,2007,285000,1683
"909","High",NA,11949,7,2009,235000,975
"910","High",25,4835,3,2010,260000,1488
"911","High",45,4379,7,2007,214000,1378
"912","High",32,2880,7,2009,280750,1376
"913","High",34,3628,5,2006,176400,1143
"914","High",59,4282,7,2008,196000,1391
"915","High",80,3523,2,2007,166000,1141
"916","High",32,3784,2,2007,193800,1511
"917","High",47,4230,4,2007,208900,1352
"918","High",40,3606,8,2007,194000,1352
"919","High",30,5330,7,2007,207500,1550
"920","High",35,4274,11,2007,199900,1241
"921","High",37,3316,4,2006,197000,1247
"922","High",35,4251,6,2007,164700,625
"923","High",35,4017,3,2008,171900,625
"924","High",39,3515,1,2010,190000,840
"925","High",37,3435,6,2008,178000,1235
"926","High",40,3951,6,2009,164500,612
"927","High",30,3000,6,2009,173733,612
"928","High",30,3215,4,2010,155000,600
"929","High",30,3182,6,2010,151000,600
"930","High",24,2544,2,2010,149500,600
"931","High",30,3180,5,2008,165000,600
"932","High",24,2544,5,2010,152000,600
"933","High",30,3180,6,2006,151000,600
"934","High",24,2544,7,2006,147400,600
"935","High",24,2544,7,2006,149900,600
"936","High",30,3180,4,2006,144152,600
"937","High",30,3180,3,2008,146000,689
"938","High",34,3604,2,2008,146000,689
"939","High",NA,3830,1,2009,222000,1726
"940","High",NA,4217,3,2009,195000,1145
"941","High",NA,4403,6,2010,222000,1470
"942","High",34,3230,3,2009,172500,729
"943","High",24,2280,8,2008,179400,744
"944","High",24,2280,4,2008,172900,744
"945","High",24,2280,9,2007,176500,744
"946","High",34,3230,6,2007,176000,729
"947","High",NA,4765,7,2008,300000,1614
"948","High",NA,4538,7,2008,285000,1310
"949","High",42,4385,9,2008,290000,1419
"950","High",35,4109,6,2008,305000,1557
"951","High",50,5119,1,2008,328900,1698
"952","High",24,2160,3,2008,160000,600
"953","High",24,2160,6,2008,170000,672
"954","High",NA,2117,6,2007,168500,756
"955","High",34,2998,8,2009,180000,756
"956","High",24,2117,9,2007,177000,756
"957","High",NA,2998,6,2006,166000,756
"958","High",NA,2117,6,2010,177500,756
"959","High",NA,2117,6,2007,177000,756
"960","High",NA,2980,5,2010,177000,756
"961","High",35,3735,3,2006,183900,691
"962","High",24,2572,5,2010,155000,696
"963","High",35,3768,9,2009,156000,691
"964","High",NA,5105,3,2007,148800,551
"965","High",NA,2651,4,2006,165000,673
"966","High",NA,2403,6,2010,147110,530
"967","High",NA,4447,7,2006,139000,530
"968","High",79,10646,6,2008,223000,858
"969","High",24,2645,11,2007,174000,776
"970","High",24,2645,8,2009,172500,970
"971","High",24,2645,12,2008,170000,960
"972","High",24,2645,12,2008,200000,960
"973","High",36,3951,2,2008,345000,970
"974","High",57,12853,4,2010,267916,1642
"975","High",114,8314,11,2006,200000,569
"976","High",66,7399,6,2007,239000,975
"977","High",60,7180,9,2006,221000,1568
"978","High",73,7321,12,2007,204000,1339
"979","High",NA,8010,8,2007,301000,1054
"980","High",68,7379,4,2010,254000,975
"981","High",106,8413,6,2007,312500,1220
"982","High",38,14963,12,2008,245500,1260
"983","High",22,11064,8,2008,217500,1230
"984","High",30,9549,4,2006,270000,1494
"985","High",32,10846,5,2008,324000,1719
"986","High",50,9466,5,2007,279700,1494
"987","High",80,12000,3,2007,255000,2002
"988","High",NA,11120,6,2008,162500,1232
"989","High",NA,16157,6,2007,194000,1360
"990","High",NA,11250,6,2006,165000,1208
"991","High",NA,14694,6,2009,318750,1694
"992","High",90,10768,7,2007,218000,1437
"993","High",NA,3760,5,2006,214000,1235
"994","High",36,3640,9,2006,188000,1036
"995","High",30,4420,6,2010,155000,728
"996","High",61,3782,9,2009,211500,1226
"997","High",40,3874,7,2006,190000,1226
"998","High",40,3876,7,2006,170000,1226
"999","High",40,3840,7,2007,213750,1057
"1000","High",40,3880,1,2010,206000,1226
"1001","High",110,15417,6,2009,241600,1740
"1002","High",80,9600,8,2007,187000,528
"1003","High",80,9600,1,2009,180500,392
"1004","High",80,9600,5,2007,181500,1262
"1005","Sawyer",94,17778,3,2007,373000,2461
"1006","Sawyer",68,50271,11,2006,385000,1842
"1007","High",NA,24572,6,2008,150000,994
"1008","Sawyer",103,16280,5,2008,290000,1426
"1009","Sawyer",NA,18890,8,2007,190000,1361
"1010","Sawyer",NA,9991,6,2009,150000,1281
"1011","Sawyer",NA,13517,3,2010,130500,725
"1012","High",80,8000,4,2010,230000,1492
"1013","High",NA,7050,5,2007,226000,1057
"1014","High",NA,7500,4,2008,205000,952
"1015","High",78,11700,5,2009,154000,727
"1016","High",78,11700,9,2007,143450,912
"1017","High",79,13110,7,2006,146500,1153
"1018","High",102,10192,9,2006,170000,570
"1019","High",80,10400,5,2008,174000,1304
"1020","High",80,8000,6,2007,240050,1008
"1021","High",NA,11717,2,2009,185000,1442
"1022","High",NA,8723,1,2007,162500,973
"1023","High",NA,9156,8,2009,185750,1489
"1024","High",NA,20781,6,2006,262500,1568
"1025","Fellows",NA,11104,5,2008,183000,1427
"1026","High",85,11050,10,2008,150000,1740
"1027","High",130,11700,4,2007,164000,1295
"1028","High",90,11700,5,2006,179900,708
"1029","Fellows",NA,10382,11,2009,200000,1107
"1030","Fellows",NA,12732,6,2009,206000,752
"1031","Fellows",80,11040,10,2008,145000,1258
"1032","Fellows",108,11358,5,2007,185000,1124
"1033","Fellows",NA,12936,12,2009,162000,723
"1034","Fellows",80,10400,5,2009,256900,932
"1035","Fellows",NA,11029,8,2006,250000,1054
"1036","Fellows",NA,10456,5,2010,218500,1829
"1037","Fellows",NA,15387,8,2008,215000,1620
"1038","Fellows",NA,17871,6,2009,197900,1680
"1039","Fellows",80,10400,11,2006,165150,732
"1040","Fellows",80,9600,8,2009,163000,1288
"1041","Fellows",75,9000,8,2009,113000,1216
"1042","High",80,9547,7,2007,188500,1594
"1043","High",NA,13774,11,2009,230000,908
"1044","High",80,10791,3,2010,243500,1280
"1045","High",78,10530,8,2007,255000,1148
"1046","High",NA,10603,2,2010,205000,1610
"1047","High",NA,18837,4,2010,212500,1224
"1048","High",80,10421,3,2010,196500,980
"1049","High",80,9650,4,2009,167900,1350
"1050","High",NA,11500,6,2007,136905,1680
"1051","High",78,10140,6,2009,213250,1650
"1052","Fellows",78,10140,4,2006,164500,1334
"1053","High",75,9750,8,2008,140500,1625
"1054","Fellows",78,9360,3,2010,197500,1161
"1055","Fellows",88,10738,11,2007,158500,1093
"1056","Fellows",80,9600,6,2010,171000,715
"1057","High",80,9600,7,2006,140000,1164
"1058","Fellows",90,10800,6,2008,240000,1522
"1059","Fellows",80,9600,9,2007,175500,1242
"1060","Fellows",70,8400,11,2009,227000,810
"1061","Fellows",80,10800,2,2007,127000,1052
"1062","Fellows",62,7130,6,2009,130000,864
"1063","Fellows",70,8050,3,2007,127000,949
"1064","Fellows",75,9750,10,2006,135500,980
"1065","Fellows",80,9600,7,2006,142000,1051
"1066","Fellows",73,8814,6,2008,141000,732
"1067","Fellows",72,8640,6,2006,155000,900
"1068","Fellows",78,9360,8,2006,157500,976
"1069","Fellows",70,8400,11,2006,138500,1052
"1070","Fellows",70,8400,8,2006,140000,833
"1071","Fellows",NA,9759,3,2006,124400,1051
"1072","Fellows",NA,10355,7,2007,143000,1214
"1073","Fellows",72,8872,12,2008,147000,912
"1074","Fellows",80,9600,4,2010,142250,1232
"1075","Fellows",80,9600,3,2009,143000,1568
"1076","Fellows",80,9600,7,2006,158000,1141
"1077","Fellows",65,8125,7,2008,135000,912
"1078","Fellows",79,10289,6,2007,156000,1073
"1079","Fellows",72,11072,11,2008,145000,1728
"1080","Fellows",74,13101,11,2008,142600,1728
"1081","Fellows",71,9230,10,2006,146000,864
"1082","Fellows",70,9100,7,2009,117500,925
"1083","Fellows",87,9246,11,2008,135000,1656
"1084","Fellows",NA,14803,6,2006,190000,825
"1085","Fellows",NA,13355,5,2008,170000,825
"1086","Fellows",NA,8963,7,2008,299800,1142
"1087","Fellows",80,9600,5,2009,168500,1165
"1088","Fellows",76,9120,7,2008,185000,901
"1089","Fellows",NA,16500,5,2009,172500,1232
"1090","Fellows",NA,9130,7,2008,173000,800
"1091","Fellows",NA,9790,6,2010,143000,1328
"1092","Fellows",NA,9503,6,2007,144000,1024
"1093","Fellows",NA,10624,11,2007,119000,1728
"1094","Fellows",NA,10899,4,2007,103000,0
"1095","Fellows",NA,12122,7,2008,178400,944
"1096","Fellows",NA,12342,8,2007,139900,978
"1097","Fellows",NA,9790,9,2009,161500,1372
"1098","Fellows",NA,9900,4,2008,176000,832
"1099","Fellows",NA,10659,1,2006,136500,1050
"1100","Fellows",60,7436,8,2009,141500,894
"1101","Fellows",65,8125,9,2009,118000,864
"1102","Fellows",NA,12772,4,2007,151500,958
"1103","Fellows",80,8892,7,2007,126500,1065
"1104","Fellows",70,9100,7,2006,129900,864
"1105","Fellows",70,9100,10,2009,127500,864
"1106","Fellows",65,10482,6,2007,145000,588
"1107","Fellows",70,7535,6,2007,120000,912
"1108","Fellows",74,7450,1,2007,124000,894
"1109","Fellows",74,7785,3,2008,98000,0
"1110","Fellows",70,8393,6,2006,145000,1626
"1111","Fellows",NA,8339,7,2007,106500,0
"1112","Fellows",77,9320,1,2010,128950,950
"1113","Fellows",77,8593,7,2008,109008,907
"1114","Fellows",NA,8475,4,2008,135750,952
"1115","Fellows",NA,9450,5,2009,140000,1040
"1116","Fellows",NA,13495,7,2009,177625,1048
"1117","Fellows",NA,14357,8,2007,140500,864
"1118","Fellows",76,8243,2,2007,137500,964
"1119","Fellows",70,8680,1,2007,117600,894
"1120","Fellows",85,11475,7,2009,110000,1584
"1121","Fellows",80,8700,12,2008,155000,1120
"1122","Fellows",100,10004,2,2009,167000,1516
"1123","Fellows",100,10175,7,2008,180500,1425
"1124","Fellows",80,8800,6,2006,185900,1187
"1125","Fellows",85,9350,2,2009,153000,1313
"1126","Fellows",90,9900,4,2010,159000,1209
"1127","Fellows",80,8800,10,2007,163500,1174
"1128","Fellows",82,9020,5,2008,174900,1127
"1129","Fellows",88,9680,4,2010,178900,1510
"1130","Fellows",80,9200,7,2008,140000,1136
"1131","Fellows",80,9200,5,2007,161000,1042
"1132","Fellows",115,10500,7,2009,145100,1292
"1133","Fellows",NA,11000,11,2009,154000,1154
"1134","Fellows",NA,8970,6,2009,177500,744
"1135","Fellows",85,9350,10,2007,158000,1302
"1136","Fellows",75,8250,7,2008,145000,1092
"1137","Fellows",85,9350,10,2008,179900,1219
"1138","Fellows",82,9020,6,2008,168500,1248
"1139","Fellows",90,9900,5,2008,140000,1114
"1140","Fellows",80,8800,3,2006,160000,1251
"1141","Fellows",80,8800,7,2007,224500,845
"1142","Fellows",NA,10600,5,2010,136300,533
"1143","Fellows",NA,12095,8,2009,158000,1127
"1144","Fellows",NA,10368,4,2006,167000,1008
"1145","Fellows",NA,14112,4,2010,180500,1152
"1146","Fellows",NA,11382,8,2007,147000,1130
"1147","Fellows",85,9350,7,2006,157500,720
"1148","Fellows",NA,22002,7,2007,200000,1592
"1149","Fellows",NA,14585,6,2007,181900,1144
"1150","Fellows",80,8800,5,2010,137500,936
"1151","Fellows",72,10007,8,2008,145500,1053
"1152","Fellows",80,9600,7,2009,124500,1041
"1153","Fellows",98,13260,1,2010,84900,1728
"1154","Fellows",80,10721,10,2008,142000,1252
"1155","Fellows",75,10382,3,2006,140000,588
"1156","Fellows",75,7388,7,2007,150750,1063
"1157","Fellows",NA,12493,4,2008,141000,1100
"1158","Fellows",69,8973,7,2006,150000,1008
"1159","Fellows",NA,11332,8,2008,153000,1118
"1160","Fellows",70,9842,3,2007,101800,0
"1161","Fellows",80,10800,5,2006,151500,1248
"1162","Fellows",85,11475,9,2009,174500,1208
"1163","Fellows",60,8550,7,2006,129800,816
"1164","Fellows",68,9717,4,2010,142125,1078
"1165","Fellows",57,8280,11,2007,124000,932
"1166","Fellows",NA,11425,7,2006,137000,1008
"1167","Fellows",85,12172,10,2007,138500,822
"1168","Meeker",68,9724,5,2006,137000,938
"1169","Meeker",68,9724,3,2010,197600,1140
"1170","Meeker",120,17360,1,2010,172500,782
"1171","Fellows",68,9768,2,2009,122000,960
"1172","Fellows",50,5000,1,2007,39300,0
"1173","Fellows",50,5000,4,2007,64500,666
"1174","Fellows",50,5330,12,2009,82500,420
"1175","Fellows",50,7207,2,2010,116500,858
"1176","Fellows",51,3500,7,2007,64000,370
"1177","Fellows",51,4712,8,2006,121600,747
"1178","Fellows",NA,6627,7,2008,72500,0
"1179","Fellows",NA,7015,7,2009,110000,709
"1180","Fellows",51,5900,8,2006,85500,440
"1181","Fellows",52,5825,6,2006,79900,600
"1182","Fellows",55,5350,5,2010,76500,728
"1183","Fellows",56,4130,7,2008,52000,270
"1184","Fellows",50,7420,1,2008,118000,991
"1185","Fellows",50,5175,7,2007,112000,808
"1186","Fellows",50,4882,9,2008,87000,348
"1187","Fellows",92,7438,6,2006,127000,504
"1188","Fellows",80,9600,2,2008,141500,1296
"1189","Fellows",80,9600,6,2006,161000,1251
"1190","Fellows",80,9920,2,2010,128000,1056
"1191","Fellows",89,10858,7,2006,146500,1444
"1192","Fellows",100,9500,6,2007,165000,816
"1193","Fellows",128,12160,2,2009,149500,1505
"1194","Fellows",90,9900,4,2009,175000,1680
"1195","Fellows",80,9600,10,2007,144000,1078
"1196","Fellows",80,9600,5,2006,135000,1056
"1197","Fellows",80,9600,10,2009,167000,1416
"1198","Fellows",80,9600,3,2010,153000,1156
"1199","Fellows",80,9600,6,2009,128900,1050
"1200","Fellows",89,10680,10,2006,137900,2136
"1201","Fellows",80,9600,4,2008,119000,1032
"1202","Fellows",80,9600,9,2008,141500,572
"1203","Fellows",80,9600,9,2009,140000,856
"1204","Fellows",80,9600,10,2008,165500,992
"1205","Meeker",95,11345,7,2007,137000,928
"1206","Fellows",80,9600,7,2009,147000,1113
"1207","Meeker",79,9492,4,2007,105000,768
"1208","Meeker",79,9490,8,2006,133000,806
"1209","Meeker",79,9480,6,2007,146500,728
"1210","Meeker",63,7584,6,2008,112900,1036
"1211","Meeker",79,9462,7,2006,137000,704
"1212","Meeker",82,9888,3,2006,121000,936
"1213","Meeker",78,7800,3,2010,132000,1268
"1214","Northwood",75,11380,1,2010,178000,1080
"1215","Northwood",NA,8917,10,2006,119000,1584
"1216","Northwood",65,8944,4,2009,124000,1584
"1217","Northwood",63,8668,5,2007,126000,1560
"1218","Northwood",NA,10050,6,2007,175000,793
"1219","Northwood",NA,13700,5,2008,201800,864
"1220","Northwood",NA,12700,11,2006,172000,1246
"1221","Northwood",80,10197,6,2008,163000,1362
"1222","Northwood",92,10573,4,2009,187500,1453
"1223","Northwood",75,7875,9,2008,139950,1144
"1224","Northwood",80,8400,7,2008,174000,1319
"1225","Northwood",101,9150,12,2008,165000,1099
"1226","Northwood",NA,9500,7,2009,159000,1394
"1227","Northwood",100,9600,5,2007,158500,1218
"1228","Northwood",85,8500,12,2006,98600,1235
"1229","Meeker",70,10150,7,2007,114500,912
"1230","Northwood",78,11344,7,2007,144000,874
"1231","Northwood",80,11600,1,2010,154300,1105
"1232","Northwood",NA,19900,7,2010,180000,1947
"1233","Northwood",88,14200,5,2006,226000,924
"1234","Northwood",80,14695,7,2009,256000,1562
