"","LotFrontage","YearBuilt","LotArea","MoSold","YrSold","SalePrice","TotalBsmtSF","1stFlrSF","Neighborhood","EdwardsSchool","FellowsSchool","MeekerSchool","MitchellSchool","SawyerSchool","NorthwoodSchool","MiddleSchool","HighSchool"
"575",34,2007,5063,4,2009,207500,1314,1314,"NridgHt",5.61052830717496,2.48745338705926,3.50462470215295,8.56432783251403,3.54074309086495,2.72337372129183,5.30423657271224,2.34144225535038
"576",55,2007,7301,11,2008,217300,1350,1358,"NridgHt",5.61408742051432,2.48446158453773,3.50087800287781,8.56279858522013,3.54480238958874,2.71886202409858,5.30691677423393,2.33975639168261
"577",NA,2000,8063,11,2007,181000,924,948,"Gilbert",5.99831809113644,2.137822706054,3.04807708594046,8.34494129710727,3.99669606839114,2.18103857590216,5.58938801443547,2.15767926969064
"578",NA,2000,8121,1,2006,172400,953,953,"Gilbert",5.95882926935023,2.13836940886241,3.06021565084151,8.33837079927548,3.95533516350192,2.20284742899307,5.55343539716574,2.14482148105304
"579",NA,2000,8795,4,2009,236000,952,980,"Gilbert",5.94855383583073,2.13761072263423,3.0623695531753,8.33573742401046,3.94475162092363,2.20754915650668,5.54387721630884,2.14072612621218
"580",NA,2000,8658,4,2006,215000,982,1008,"Gilbert",5.93827963822149,2.13690463358251,3.06455881152159,8.33311678416451,3.9341683079124,2.2122919579409,5.53432293568687,2.1366757900989
"581",NA,2002,8740,7,2007,219500,854,864,"Gilbert",5.97600298872607,2.21640924664274,3.13781752382347,8.41357716746407,3.9597680425216,2.27504260795922,5.58508553261239,2.21610170566202
"582",NA,2002,12891,7,2009,257500,870,878,"Gilbert",6.02277059439095,2.2249554571902,3.13354974650484,8.42992548502625,4.00720985258121,2.25959703869858,5.62944628476805,2.23855494174525
"583",NA,1998,11214,7,2006,199900,930,956,"Gilbert",5.96430658875254,2.00358153748319,2.91615267245431,8.21430236908388,3.98561474826692,2.06058559556945,5.5310359176323,2.03457768626289
"584",62,1999,7917,8,2007,175000,953,953,"Gilbert",5.97108171041336,2.01056393346402,2.92143603368331,8.22195137010586,3.99138804224443,2.06392805665097,5.53865020804095,2.04274956474164
"585",93,2000,10261,5,2008,186500,936,962,"Gilbert",5.96888766641445,2.01337788475895,2.92509432285886,8.22420489530172,3.98856572101454,2.06807438108749,5.53721331836081,2.04429245301768
"586",76,2000,9967,12,2007,170000,384,774,"Gilbert",5.93053111544969,2.12152267975577,3.05057470776929,8.31743535617786,3.92881689217551,2.20056899679829,5.52407859523805,2.12112551095711
"587",71,2000,8220,7,2008,226750,982,1008,"Gilbert",5.96948344885382,2.11856389730605,3.03618357035684,8.32200822456944,3.96996643204648,2.17656903068785,5.55913794860187,2.13185146854333
"588",NA,2000,12224,7,2009,244000,992,1022,"Gilbert",6.03525291147124,2.14077591408254,3.04011496747028,8.35379998883655,4.034880879566,2.1640642541373,5.6236162628454,2.17261225920366
"589",60,2004,15384,2,2008,184000,788,788,"Gilbert",6.00676530957193,2.33566811843494,3.2557126024927,8.52906168325701,3.97229053806407,2.38476529364509,5.63760094087507,2.32670052040807
"590",61,2004,9734,5,2009,167000,384,744,"Gilbert",5.9709678291401,2.29840960440139,3.22592235579685,8.48794046885713,3.9409269924242,2.36345258814687,5.59732224818741,2.2838427868689
"591",NA,2003,7750,8,2007,162000,660,660,"Gilbert",5.99276523068368,2.26209514873922,3.18151525393819,8.45879564615496,3.9696147954473,2.3142806921834,5.60973810871373,2.26004837265923
"592",NA,2002,7750,4,2008,176000,707,707,"Gilbert",5.99147207263377,2.25993714470758,3.17958755714831,8.45656685744426,3.96862190548241,2.31267548145416,5.60811694153778,2.25781198410475
"593",60,2000,8123,6,2009,179000,982,1007,"Gilbert",5.9536442702991,2.00181856003562,2.9175857013071,8.21083323694237,3.97480408478984,2.06482897396813,5.5209144369502,2.02932215100149
"594",58,2000,10852,2,2006,173000,959,959,"Gilbert",5.95441844336758,2.00095032920924,2.91643054589377,8.21015922328297,3.97577618434135,2.06349881369847,5.52144777176735,2.02888043302787
"595",58,2000,9487,6,2007,187000,915,940,"Gilbert",5.95611970499664,1.99907916493762,2.91392966925861,8.20871080986889,3.97790593773015,2.06061213806084,5.52262713326493,2.02794116176327
"596",42,2000,8433,6,2009,190000,794,819,"Gilbert",5.95645162208395,1.9984385261699,2.91315051477893,8.20817138305293,3.97837346835503,2.05976583254966,5.52280137825316,2.02753046323299
"597",62,1999,7750,3,2009,156000,384,774,"Gilbert",5.95687138783509,1.99789085995302,2.91244228207567,8.20773350169975,3.97891531194346,2.05896491053977,5.52307492467403,2.0272280148918
"598",NA,2001,9505,5,2010,222500,884,884,"Gilbert",5.89128393765138,1.93225411561561,2.86358769747431,8.13486591209813,3.92310202075093,2.02980044368572,5.44951650659876,1.94919140949615
"599",NA,1999,15896,5,2009,245000,1177,1223,"Gilbert",5.88930975215776,1.93321328397172,2.86519070624601,8.13537881500882,3.92086472028697,2.03189562892134,5.44789040261225,1.9492646205859
"600",NA,1999,24682,6,2009,181000,841,892,"Gilbert",5.8873360049621,1.93417532541284,2.86679507822409,8.13589248241922,3.9186277951561,2.03399184012676,5.44626500263711,1.94934115158397
"601",41,1999,12460,5,2008,225000,1037,1037,"Gilbert",5.87769598044936,1.9185466727944,2.85339621343757,8.11954118216416,3.9116496229698,2.02388321543627,5.43420724526357,1.93282449257989
"602",NA,1999,8755,6,2009,214000,992,1022,"Gilbert",5.87967339073986,1.91757808425374,2.85178517138886,8.11902678551768,3.91389117614397,2.02177774793797,5.43583671152394,1.93274859310382
"603",NA,2006,12104,8,2006,287602,1035,1082,"Gilbert",5.88159980827688,1.91665971648623,2.85024056662153,8.11854714344913,3.91607046725606,2.01975024531641,5.43742898982509,1.93269635291379
"604",59,1999,9649,5,2007,185000,941,961,"Gilbert",6.08304339908649,2.07021094552608,2.94940424715674,8.29459078018258,4.09791748943255,2.06259619111583,5.65264274168546,2.13106431615949
"605",64,1999,7848,6,2009,168000,384,774,"Gilbert",6.05172798929264,2.05767357158206,2.9460983273178,8.27851143439759,4.06723595957337,2.06719238456233,5.62170055470661,2.10988498480016
"606",77,1999,8390,5,2008,185900,831,873,"Gilbert",6.04003069800111,2.05284499937067,2.94468231117346,8.27229456897036,4.05582392142103,2.06876694845704,5.61009336500324,2.10183537186285
"607",66,1999,8738,2,2006,230000,975,1005,"Gilbert",6.02472139588477,2.0455636859396,2.94178271805329,8.26319640072833,4.04108430316393,2.0698305974703,5.59469054874428,2.0904942959635
"608",82,1997,9452,6,2006,348000,1396,1407,"NoRidge",4.97685020476615,2.6313623211559,3.74272193807106,8.44043885696709,2.88381296139985,3.10903243143467,4.73323805328594,2.30838835719333
"609",84,1997,9660,9,2008,284500,1173,1182,"NoRidge",4.97169167733275,2.51875228257248,3.63151043733872,8.33805137749903,2.89565664766178,3.00655344340827,4.70145956674972,2.19764983182767
"610",84,1998,9660,2,2006,286000,1044,1079,"NoRidge",4.97116602068187,2.51121905239323,3.62410319022328,8.33108061309217,2.89633720859823,2.99982391443122,4.69915656264625,2.19017842079277
"611",83,2000,9545,6,2006,300000,1160,1205,"NoRidge",4.97065184717991,2.50368604279587,3.61669661411999,8.32411089686253,2.89703740193318,2.9930983962606,4.69686463893174,2.18270769066163
"612",82,1999,9430,7,2009,337000,1252,1268,"NoRidge",4.97229929886975,2.48974016371033,3.60270528150046,8.31244642249201,2.90090575564438,2.97970498898631,4.695167970286,2.16954936804028
"613",80,1998,9200,6,2008,315000,1470,1470,"NoRidge",4.97173618793636,2.47295787096577,3.58615319863992,8.2971671916648,2.90309810656239,2.96456269483001,4.69063399238525,2.15304440436271
"614",160,1996,15623,7,2007,745000,2396,2411,"NoRidge",4.79454559121226,2.71072803235963,3.83882769335584,8.42112543541599,2.69288108000824,3.24559944362559,4.57428714411079,2.34258355599486
"615",118,1995,35760,7,2006,625000,1930,1831,"NoRidge",4.78360484375076,2.72977196836218,3.85863018660831,8.43244100471369,2.67947535226825,3.26685170268484,4.56825498934454,2.35885097962014
"616",174,1995,15138,7,2009,403000,1462,1490,"NoRidge",4.86908875063987,2.70794956627375,3.82949232665461,8.45609587119988,2.7666573231397,3.21788297213938,4.64664027064224,2.3571770784254
"617",100,1997,12191,6,2007,384500,1779,1779,"NoRidge",4.87539619405398,2.57326974098059,3.69534466295316,8.33952704521608,2.7926152393298,3.09132247711352,4.62008644704328,2.22661980443686
"618",84,2000,14260,12,2008,250000,1145,1145,"NoRidge",5.20384546200672,2.53904974138087,3.62329510059408,8.46023933255057,3.12272153633973,2.93832633639851,4.93098544910351,2.27774641707723
"619",NA,2000,11000,6,2007,248000,969,997,"NoRidge",5.22239383683475,2.50998153419265,3.59167489113637,8.44235854806658,3.14550975150785,2.90358445676393,4.94218586069256,2.25517586334189
"620",NA,2000,11000,6,2008,291000,1519,1533,"NoRidge",5.3103879728802,2.38043068455091,3.44902931481475,8.36340099682882,3.25342947643253,2.74564764064222,4.99748080706082,2.15776008243417
"621",NA,2000,9233,3,2006,405000,1540,1540,"NoRidge",5.19507484984447,2.52135588228088,3.60680704114301,8.44095836312508,3.1165513899512,2.92493225965155,4.91854922337506,2.25865306940742
"622",NA,2001,11400,3,2007,466500,2633,2633,"NoRidge",5.2890414265644,2.38124916139062,3.45318495815639,8.35564942449082,3.23195865281878,2.75523169679526,4.97721581279696,2.15241909735863
"623",106,2000,12720,9,2009,327000,1455,1466,"NoRidge",5.29513817021234,2.37197094171757,3.44296356930888,8.34984867313847,3.23954332865781,2.74397478690731,4.98099789722915,2.14547092338005
"624",108,1999,14774,5,2010,333168,1393,1422,"NoRidge",5.16038793065638,2.32106161918699,3.41224036667445,8.24816497750618,3.11424135071944,2.75200278433482,4.83953829401826,2.05851836819211
"625",89,1998,10557,7,2007,410000,1408,1671,"NoRidge",5.02951495702665,2.36254112295003,3.47031098169851,8.2257230728891,2.97846459081658,2.8420615345079,4.72130898757777,2.06126526350898
"626",74,1998,11002,1,2007,322500,1389,1411,"NoRidge",5.00903848886528,2.36366047237606,3.4738539548839,8.21698021419727,2.9582645493581,2.85105960557097,4.70146020562568,2.05664779133226
"627",NA,1998,16545,5,2009,340000,1284,1310,"NoRidge",5.0170663085334,2.35183040495779,3.46122155899974,8.2101659418778,2.96819991605149,2.83724642835982,4.70657638730094,2.04737492643367
"628",78,1998,12011,6,2006,280000,1086,1086,"NoRidge",5.00557786445685,2.31166305239557,3.42295529575047,8.16838712386725,2.9642873042756,2.80565873268542,4.68584345955252,2.00499452509874
"629",60,1998,17433,1,2010,355000,1629,1645,"NoRidge",5.0109508000536,2.32118284379776,3.43170412432999,8.17958645798293,2.96776682048805,2.8120685021409,4.69337332805215,2.01580663745734
"630",98,1998,12203,7,2009,336000,1225,1276,"NoRidge",4.99008858740177,2.31337381972327,3.42646189099905,8.16240637000837,2.94892780249109,2.81330075717428,4.67095971539645,2.00225644330105
"631",136,1998,11675,7,2008,350000,1982,2006,"NoRidge",4.95316674311965,2.21069048208938,3.32972761621432,8.05042318961414,2.93319810472143,2.737361245082,4.61003139322979,1.89064136723688
"632",93,1998,12090,7,2006,258000,1141,1165,"NoRidge",5.13665391966333,2.17347280721227,3.26968666090106,8.10478137396549,3.11793431428487,2.62838231631129,4.78284413291687,1.91014297252043
"633",83,1998,10790,5,2007,252000,1066,1108,"NoRidge",5.14421007083813,2.16257760106114,3.25786798926306,8.0983322615912,3.12740606401381,2.61543901230736,4.78778124308806,1.90203389028268
"634",104,1994,21535,1,2007,755000,2444,2444,"NoRidge",4.67764191525479,2.62546856721628,3.76358135843539,8.28280598092901,2.59186121566484,3.20689696119645,4.43708279113507,2.23069669217114
"635",79,1996,10208,7,2009,265000,1264,1277,"NoRidge",4.81541759876453,2.52732735536741,3.65546992966463,8.2676583844846,2.74159176780339,3.07080327410134,4.54961536304427,2.16632674069011
"636",92,1996,9920,6,2007,269790,1117,1127,"NoRidge",4.80319987090233,2.48305996285854,3.61285491049296,8.22119310068288,2.7373733312458,3.03533979059756,4.52655543586922,2.11928838248541
"637",97,1996,10990,6,2008,279500,1064,1064,"NoRidge",4.78958550451809,2.48785044839481,3.61877651464478,8.21833564848052,2.72338703016288,3.04450429441981,4.51417751306963,2.12058683451442
"638",95,1996,11787,8,2007,315750,1379,1383,"NoRidge",4.76041316720934,2.53376140900672,3.66656445589246,8.24446637449516,2.68723204081508,3.09599064123445,4.49652389704663,2.15901198596925
"639",59,1996,10593,3,2010,260400,1720,1720,"NoRidge",4.78482547346309,2.38154863144394,3.51445754888472,8.11862901516783,2.73847786952915,2.95193604553847,4.48303541924861,2.01316152270522
"640",83,1995,10019,6,2006,350000,1342,1358,"NoRidge",4.80337904024715,2.36241868840719,3.49399188394436,8.11110021399887,2.75989563841047,2.92825226669203,4.49692265188734,1.99899159379038
"641",82,1995,9950,6,2007,290000,1203,1214,"NoRidge",4.81577697355776,2.34845293783103,3.4791289285324,8.10494769399769,2.77445274471962,2.91135903957681,4.50591684155347,1.98838894198963
"642",114,1993,17242,5,2006,584500,1733,1933,"NoRidge",4.48994400768694,2.42810303955398,3.58027299728136,7.98897537587619,2.452517536619,3.09717169477302,4.19441291752172,1.98458513943189
"643",NA,1995,11929,6,2008,290000,1242,1251,"NoRidge",4.57817534653893,2.46551080654748,3.6123530994325,8.07864642206673,2.52637179854334,3.09901911411117,4.29520647246551,2.04496461706477
"644",NA,1994,10750,6,2009,315000,2024,2063,"NoRidge",4.58292164806068,2.4628410727825,3.60943406883983,8.07897531118262,2.5313641608771,3.0950602904958,4.29935126022759,2.04341319035076
"645",NA,1994,10236,6,2006,321000,1290,1305,"NoRidge",4.65774093941618,2.46718143970935,3.60878977808951,8.12670460166817,2.6010504273779,3.07282038562413,4.37654696921129,2.06651317151821
"646",91,1995,10437,8,2008,350000,2109,2113,"NoRidge",4.78783312170172,2.35602926018333,3.48909285823586,8.09677532830284,2.74632979089692,2.92844111518368,4.47972047616785,1.98838357078488
"647",98,1994,12256,4,2010,325000,1463,1500,"NoRidge",4.8070072070092,2.33500980296429,3.46671390320052,8.08783660032737,2.76874078121996,2.9028820251714,4.49379396083818,1.9725353692393
"648",65,1995,12257,11,2007,290000,1318,1328,"NoRidge",4.69215345681217,2.28960650849941,3.43164853579043,7.98074891936644,2.67005770459898,2.90669716964071,4.36599145095567,1.89502677969748
"649",96,1993,10542,8,2008,341000,1311,1325,"NoRidge",4.50652841355253,2.41442988629694,3.56597510862518,7.98635129942705,2.47080425822565,3.07979212499487,4.20788170874055,1.97456125355585
"650",90,1993,9900,4,2009,260000,1347,1372,"NoRidge",4.60493998084013,2.28500911062445,3.4330993524959,7.9238227733451,2.59061481676847,2.9350785038167,4.27514393783063,1.86637948386579
"651",91,1993,10010,7,2008,287500,1080,1108,"NoRidge",4.61102799512117,2.27390578290736,3.42181315057028,7.91694289231519,2.59877917936763,2.92350299419524,4.27851614759827,1.85656360710015
"652",92,1994,10120,12,2006,290000,1165,1203,"NoRidge",4.6243013747728,2.25019461612896,3.39768905753964,7.90239643433262,2.61648935182674,2.89869486177649,4.28601811947868,1.83571038141253
"653",NA,1993,12585,10,2006,315000,1286,1565,"NoRidge",4.61590360810651,2.23418898771374,3.38251233383679,7.88177404060572,2.61266424749443,2.88846346917989,4.27311362293899,1.81678093139568
"654",NA,1992,12692,5,2007,430000,3200,3228,"NoRidge",4.62159557756555,2.22297387177112,3.37114741775229,7.8745099408981,2.62054276796717,2.87699252202861,4.27606826480378,1.80674930232226
"655",88,1992,11762,9,2007,263000,1105,1105,"NoRidge",4.63959958162828,2.19193278046816,3.33954053707672,7.85577387039723,2.64442976956974,2.8444175915515,4.28661039207194,1.77967717545093
"656",82,1996,9044,5,2007,330000,1325,1335,"NoRidge",4.86512082276879,2.38930523448927,3.5146500772625,8.16838345438967,2.81402489681115,2.92895630128675,4.56522535441989,2.04243540806454
"657",92,1999,11764,4,2010,290000,1152,1164,"NoRidge",5.03073738952674,2.13572990794733,3.24686617695465,8.02048109338505,3.02286663015415,2.64004752231922,4.66963052221473,1.84062695113653
"658",58,1998,16770,6,2010,221000,1195,1195,"NoRidge",5.01833795022725,2.15053828982854,3.2629512584641,8.02794832542581,3.00792554985463,2.65814451769669,4.66075906198526,1.85126776495459
"659",79,1995,9085,11,2009,260000,1070,1094,"NoRidge",4.89916574635302,2.17445949764456,3.30013895384959,7.98893845202663,2.88926501595193,2.72783246757082,4.54728643947923,1.83850391829287
"660",56,1995,14720,3,2010,410000,2033,2053,"NoRidge",4.76598147491108,2.25148787519603,3.38834095007677,7.98752765497744,2.74729431282066,2.84624053609109,4.43157679484712,1.87694026333541
"661",NA,1993,11692,10,2009,263550,1173,1215,"NoRidge",4.74329007065759,2.15620816350417,3.29692216743934,7.88447579849841,2.74769704014631,2.77455986799391,4.38444587041138,1.77327222885843
"662",81,1994,10944,8,2008,271000,1223,1223,"NoRidge",4.80161897560201,2.15305909162585,3.28880722554811,7.91530464823144,2.80238882919842,2.74880799533313,4.44331384574739,1.78756092597721
"663",91,1994,14303,8,2008,301500,1986,1987,"NoRidge",4.73274625003662,2.03982420748094,3.1840498852104,7.76623690152403,2.76664391708714,2.68314627536299,4.34402394129979,1.65003106210578
"664",52,1994,46589,7,2009,402000,1629,1686,"NoRidge",4.79477963329175,2.0223321434507,3.16179467765929,7.78693015617646,2.82720170969854,2.64336353928867,4.40378928798634,1.65192669237132
"665",NA,1994,29959,1,2009,248000,973,979,"NoRidge",4.87408446138119,2.09253068914665,3.22264210885279,7.89896180630529,2.88367662515685,2.66850818587954,4.50214230543771,1.74866629526666
"666",92,2007,11932,6,2008,235128,1580,1580,"Somerst",5.49927805338505,1.83866086175575,2.8725883459814,7.94582013836991,3.54218089431424,2.15711618672785,5.06189053645788,1.7232162530396
"667",74,2008,9612,12,2009,244600,1468,1468,"Somerst",5.50255974202302,1.84302994093648,2.87618409519198,7.95090608030999,3.54454805772058,2.15930167835438,5.065949757604,1.72835095482623
"668",75,2007,9910,9,2007,213133,1369,1369,"Somerst",5.5136862519741,1.85256041300864,2.8831197185379,7.96330376786704,3.55369066196859,2.16199733315966,5.07859782880191,1.74102209227958
"669",86,2007,14598,1,2008,214000,894,894,"Somerst",5.57781958577774,1.91293387587271,2.92853068148346,8.03875741622273,3.60587444442911,2.1834028319182,5.15230446572812,1.81819550592813
"670",91,2007,11830,7,2007,260261,1542,1542,"Somerst",5.64958503950697,1.94026823001959,2.9386315169168,8.08484637802057,3.6731508585766,2.17106305945324,5.22585080918868,1.86815642425272
"671",75,2006,11957,7,2008,232000,1574,1574,"Somerst",5.66615266050724,1.80704854863221,2.79943774509222,7.96778283146617,3.71663272763644,2.03693569546322,5.21414614897254,1.75916453716852
"672",75,2005,12447,1,2006,252000,1100,1116,"Somerst",5.66307042965538,1.80226631617801,2.79543141112828,7.96256409131638,3.71448855448046,2.03423453345534,5.21026057663452,1.75387315010538
"673",74,2006,13253,5,2008,240000,1578,1578,"Somerst",5.61899077925122,1.73748586581062,2.74200498649515,7.89084837315833,3.68345871650947,1.9999239420636,5.1552937370816,1.68088809911727
"674",75,2008,14587,8,2008,264132,1498,1506,"Somerst",5.61564754264571,1.73256037747854,2.73795704589067,7.88536654137162,3.68113748095677,1.99738557483905,5.15111157194367,1.67530929786881
"675",84,2006,11670,3,2007,320000,1905,1905,"Somerst",5.61276383210224,1.72733168842756,2.73348540834691,7.87973513521956,3.67934814347184,1.99432032165668,5.14730294124201,1.66964848395778
"676",49,2006,15218,9,2006,336820,1670,1670,"Somerst",5.61207574707902,1.72805520480569,2.73439324527236,7.88019935714766,3.67850059670701,1.99536863872964,5.14679627712258,1.66999641963331
"677",49,2007,15256,8,2007,282922,1485,1464,"Somerst",5.61715796439733,1.69856342859344,2.70349715906792,7.85458944724972,3.68995237178553,1.9658864234446,5.1456187254236,1.64667508041935
"678",49,2005,20896,1,2006,423000,2077,2097,"Somerst",5.61600766672986,1.6995880527438,2.70483407072285,7.85520027359934,3.68857297144665,1.96747646003531,5.14473312346186,1.64708688130875
"679",85,2006,10182,5,2006,290000,1660,1660,"Somerst",5.61523034393902,1.70022571544038,2.70568238954166,7.85556236982371,3.68765275307142,1.96850145757001,5.14412349023947,1.64731847703663
"680",86,2008,11194,9,2009,275000,1696,1696,"Somerst",5.6533708178253,1.80892572778812,2.80475366140013,7.96600611120722,3.70327788817811,2.04588344325674,5.20245754169601,1.75585694340709
"681",76,2006,10612,1,2007,215000,1524,1534,"Somerst",5.61108786017647,1.74616212735394,2.75279834463361,7.89651727456216,3.67365139700985,2.01230059328589,5.14955536727513,1.6852287419142
"682",98,2007,12291,10,2007,419005,1966,1966,"Somerst",5.60664416133989,1.73999219560161,2.74778662885083,7.88956345665254,3.67048673709869,2.00925520576096,5.14406858555393,1.67813102987085
"683",116,2006,13501,6,2007,255000,1623,1636,"Somerst",5.60326977976068,1.7358057933843,2.74448249206961,7.8847348428021,3.66798205648868,2.00740389168766,5.14000224092482,1.6731670366047
"684",78,2007,10206,10,2008,245000,1563,1563,"Somerst",5.59551946065317,1.74353804542994,2.75424668822393,7.88952900746539,3.65853952207951,2.01878745621205,5.1342062175793,1.67677511159681
"685",78,2008,10206,9,2009,257500,1614,1658,"Somerst",5.5858561276799,1.75321776032614,2.76642396391814,7.89549925104473,3.64677050071149,2.03297643747424,5.12698458631433,1.68134967175151
"686",91,2008,12274,7,2008,227680,1417,1428,"Somerst",5.51324250898519,1.83723948809386,2.86796031808052,7.94920102833124,3.5564130678174,2.14841809063344,5.07497850500685,1.72721936226837
"687",75,2006,9986,2,2007,147000,1795,1795,"Somerst",5.53103467135987,1.85144059370915,2.87797457634364,7.96798650051693,3.57127647053488,2.15177448625706,5.09495784990516,1.74652953704693
"688",73,2007,9801,7,2008,257000,1341,1341,"Somerst",5.61528168547163,1.93529338311898,2.94205051307944,8.07039759103393,3.63932439309951,2.18452983057623,5.19243839338461,1.85143331475634
"689",85,2007,9965,9,2007,235876,1528,1528,"Somerst",5.49323158212056,1.83112134995932,2.86647363286292,7.93690152847988,3.53772364809837,2.15356727258757,5.05451367688442,1.71419958924496
"690",80,2007,9428,2,2008,297900,955,955,"Somerst",5.50277184302745,1.83300576907294,2.86616310698206,7.94184405006587,3.5468412579103,2.15018631712154,5.06406071206711,1.71949156717616
"691",78,2008,9262,5,2009,287090,1573,1578,"Somerst",5.50038847723497,1.82246043071576,2.85622653685637,7.93142878442382,3.54666485006817,2.14200833624799,5.05957441603648,1.70918651067549
"692",79,2007,9416,9,2007,311872,1726,1726,"Somerst",5.5060608790813,1.816090934128,2.84858328636156,7.92752604469118,3.55365338787261,2.1332752171746,5.06368844145401,1.70567456677334
"693",85,2007,10130,3,2009,275500,1702,1702,"Somerst",5.57154403245613,1.74252318072351,2.75940227774733,7.88134409613867,3.63468460318341,2.03144180347793,5.11113803810282,1.66636467804239
"694",83,2007,9849,6,2007,248328,1689,1689,"Somerst",5.57693592338427,1.73703547256541,2.75254907876584,7.87796949803536,3.64126428633635,2.02348232002453,5.11515828542465,1.66373075270094
"695",85,2006,10000,12,2007,227000,1588,1588,"Somerst",5.58446117105282,1.72963321749246,2.743220167907,7.87347056246445,3.65039945311834,2.0125811241399,5.12082019965833,1.66030254928234
"696",87,2006,10037,8,2008,247000,1460,1460,"Somerst",5.42491936601978,1.74005279658713,2.79180654550698,7.82950677563014,3.48960949955403,2.11014830456424,4.96951755841303,1.60591273543917
"697",73,2005,8688,4,2006,232000,1616,1616,"Somerst",5.43297528545522,1.73058619475913,2.78070668575903,7.82378654197765,3.49961975952907,2.09763435397985,4.97534494354096,1.60057755867627
"698",74,2005,8847,12,2007,260000,1538,1538,"Somerst",5.43794619914674,1.72512368188359,2.77421864269385,7.82059042761756,3.50571740608672,2.09022679385614,4.97901994816144,1.59764574728831
"699",76,2007,9158,6,2007,225000,1496,1496,"Somerst",5.44304889804469,1.71935674229319,2.76739247117989,7.81715223987031,3.51201536629793,2.08247575703213,4.98275869217117,1.59450710131424
"700",76,2006,9139,9,2009,245000,1422,1432,"Somerst",5.50323747915377,1.65561230077199,2.690355686716,7.77964984315826,3.58561788182361,1.99395315231446,5.02771639408366,1.56241671713752
"701",70,2005,8251,4,2007,249000,1494,1506,"Somerst",5.5132555002268,1.6471510462667,2.67951564524473,7.77522000369702,3.59743552222338,1.98092109118423,5.03563308550925,1.55916051642882
"702",75,2005,9675,2,2009,253000,1113,1113,"Somerst",5.56700048012897,1.59490477678951,2.61389003456082,7.74431060463477,3.66260779655421,1.90434440956986,5.07662830774538,1.53656793930939
"703",75,2004,10084,8,2007,307000,1686,1694,"Somerst",5.55444881253603,1.58281536613384,2.60532201293191,7.72927251072688,3.65285581442228,1.90150195273515,5.0621183932343,1.52071943617569
"704",85,2005,11128,10,2009,468000,2458,2490,"Somerst",5.55199698093313,1.58539076656359,2.60852281340324,7.73087859772383,3.64983202708914,1.90517532936704,5.06028587738829,1.52187883588652
"705",85,2006,10936,9,2006,199000,1504,1504,"Somerst",5.41085113741645,1.73049489195036,2.78551099631949,7.8155135665933,3.47790442360034,2.10953332121171,4.95384532938882,1.59165947745804
"706",70,2006,9605,7,2007,250000,982,982,"Somerst",5.41408733138343,1.72649147959739,2.78087198358981,7.81305166257103,3.48196744892583,2.10435781070941,4.95614876834921,1.58932617947347
"707",73,2005,8987,5,2010,221500,1595,1595,"Somerst",5.48995646685846,1.64434487091931,2.68252919547093,7.76478381249597,3.57501511312621,1.9919010034342,5.01256974519095,1.54692267315215
"708",75,2006,8778,3,2007,221300,1302,1302,"Somerst",5.49554882461139,1.6393423600711,2.67622933406439,7.76209074641276,3.58166737365499,1.9844190427007,5.01694120485703,1.54485722322283
"709",92,2009,9215,4,2010,204500,1218,1218,"Somerst",4.99217161416732,2.07387857643419,3.19112744314069,7.94424330290258,2.99906335503527,2.60311953303346,4.61671188342352,1.76762165811883
"710",72,2009,8640,7,2009,252678,900,932,"Somerst",4.97336525197665,2.09771020396646,3.2166965080209,7.95666243487752,2.97605415817309,2.63144930643137,4.60347941271723,1.78517594741793
"711",72,2007,8640,11,2007,208900,1338,1338,"Somerst",4.97221781141167,2.09906020976367,3.21815303574482,7.95732140958359,2.97467382848573,2.63308703137266,4.60264806374946,1.78614849570411
"712",72,2006,8640,10,2006,198600,1278,1278,"Somerst",4.97107066760819,2.10041067673799,3.21960977153524,7.95798068077259,2.97329379672348,2.63472479760453,4.60181717131765,1.78712207659205
"713",75,2008,9000,6,2009,210000,768,786,"Somerst",4.96891578063452,2.10309288341869,3.22248784863379,7.9593528788524,2.97067046572003,2.63792501790532,4.6002908412238,1.78909616205981
"714",75,2006,9000,6,2007,210400,1335,1335,"Somerst",4.96776952776065,2.10444466462517,3.22394517301099,7.96001301432577,2.96929133886456,2.63956289304991,4.59946130890338,1.79007272725316
"715",75,2009,7862,9,2009,208300,1218,1218,"Somerst",4.96662357246439,2.10579690355397,3.2254027043636,7.96067344599252,2.96791251159416,2.64120080919918,4.59863223409362,1.79105031841544
"716",90,2008,7993,10,2009,225000,1436,1436,"Somerst",4.95439035340176,2.09637090805371,3.21761401321269,7.94559693496545,2.9583529995411,2.63829282852552,4.58412476262779,1.77783966502485
"717",72,2007,8640,7,2008,212700,1363,1372,"Somerst",4.95544895928287,2.09496027583899,3.21611234954896,7.94483994919114,2.95966216281294,2.63664643617396,4.58485352866505,1.77677429765774
"718",72,2009,8640,9,2009,229456,1300,1314,"Somerst",4.95659795824311,2.09360211723963,3.21465130778535,7.94417848529902,2.96104560068449,2.6350065455092,4.5856855910187,1.77579012161831
"719",72,2007,8640,5,2008,250580,1372,1372,"Somerst",4.95769878707675,2.09231750106409,3.21326755674005,7.9435598951115,2.96236753091466,2.63344933520864,4.58648675418937,1.7748641392471
