,Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,Month,DJREI,Fannie,LaborForce,UnemplRate,Corn,EdwardsSchool,FellowsSchool,MeekerSchool,MitchellSchool,SawyerSchool,NorthwoodSchool,MiddleSchool,HighSchool,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,PavedDrive_P,PavedDrive_Y,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_No,BsmtFinType2_Rec,BsmtFinType2_Unf,Alley_None,Alley_Pave,GarageCond_Fa,GarageCond_Gd,GarageCond_No,GarageCond_Po,GarageCond_TA,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,GarageQual_Fa,GarageQual_Gd,GarageQual_No,GarageQual_Po,GarageQual_TA,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,CentralAir_Y,Street_Pave,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_No,BsmtFinType1_Rec,BsmtFinType1_Unf,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,LandSlope_Mod,LandSlope_Sev,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Utilities_NoSeWa,MiscFeature_No,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,PoolQC_Fa,PoolQC_Gd,PoolQC_No,LandContour_HLS,LandContour_Low,LandContour_Lvl,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_No,FireplaceQu_Po,FireplaceQu_TA,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotShape_IR2,LotShape_IR3,LotShape_Reg,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_No,BsmtQual_TA,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,BsmtCond_Gd,BsmtCond_No,BsmtCond_Po,BsmtCond_TA,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA
2150,692,104.0,9.977481232444454,10,6,1994,1995,7.065613363597717,7.283448228756631,0.0,6.897704943128636,2444.0,7.801800401908973,7.5352967024440884,0.0,7.314392932232783,0.0,0.6931471805599453,3,1.0,4.0,0.6931471805599453,10.0,2.0,1994.0,3.0,832.0,5.948034989180646,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,1,2007,755000,200701,355.82,6.143,10.774801838762809,2.9,2.780414000000002,4.677641915254791,2.62546856721628,3.76358135843539,8.28280598092901,2.59186121566484,3.20689696119645,4.437082791135071,1.1726978081465536,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2151,693,42.0,10.172712841637342,7,5,1989,1990,5.683579767338681,6.873163834212518,0.0,5.5053315359323625,1210.0,7.122059881629142,7.156176637480615,0.0,7.832014180505469,1.0,0.0,2,1.0,4.0,0.6931471805599453,9.0,2.0,1989.0,2.0,628.0,5.771441123130016,3.332204510175204,0.0,0.0,0.0,0.0,0.0,4,2006,335000,200604,280.07,6.397,10.782242550881179,2.4,2.1726980000000022,3.59769077907504,4.46713953438699,4.7767531605426,3.9322306171139503,4.23356846998887,5.516501087081269,2.43162079252862,1.6137523397486273,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2152,694,60.0,8.594339400592892,5,6,1921,1968,0.0,0.0,0.0,6.97914527506881,1073.0,6.97914527506881,0.0,0.0,6.97914527506881,0.0,0.0,1,0.0,2.0,0.6931471805599453,4.0,0.0,1968.0,1.0,326.0,0.0,0.0,4.727387818712341,0.0,0.0,0.0,0.0,12,2006,108480,200612,328.72,6.007999999999999,10.78097508408639,2.4,2.6314940000000018,6.38152933482332,1.3321503255207,0.45556427879105,5.29553764380353,5.2363771623695,1.52174783813964,5.4244129195494,1.0368564427841394,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2153,695,51.0,8.71948076085107,5,6,1936,1950,0.0,0.0,0.0,6.833031732786201,927.0,6.97354301952014,6.159095388491933,0.0,7.3395376954076745,0.0,0.0,1,1.0,3.0,0.6931471805599453,5.0,0.0,1995.0,2.0,576.0,4.727387818712341,0.0,0.0,0.0,0.0,0.0,0.0,4,2009,141500,200904,129.02,4.39,10.820797764563748,4.6,4.775104000000007,5.454271328032299,1.19890800752753,1.2316160673991798,5.0483583411392905,4.42633087198676,2.01400876885813,4.48245943277213,0.8312243996828454,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2154,696,54.0,9.533293058509884,6,6,1987,1987,4.290459441148391,6.8885724595653635,3.713572066704308,4.532599493153256,1112.0,7.037027614686276,0.0,0.0,7.037027614686276,1.0,0.0,2,0.0,2.0,0.6931471805599453,5.0,1.0,1987.0,2.0,551.0,4.836281906951478,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,176000,200607,290.01,6.747999999999999,10.764476968625194,2.7,2.225586000000001,3.70426249123902,5.03128966329201,5.31657282563369,3.87107154614084,4.597431602171911,6.075016060806661,2.59732829356684,1.7203999939311498,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2155,697,50.0,8.699681400989514,5,7,1921,1950,0.0,6.424869023905388,0.0,0.0,616.0,6.424869023905388,0.0,0.0,6.424869023905388,0.0,0.0,1,0.0,2.0,0.6931471805599453,4.0,0.0,1921.0,1.0,205.0,0.0,0.0,4.867534450455582,0.0,0.0,0.0,0.0,6,2006,89000,200606,282.38,6.645,10.743026821311144,3.1,2.2187760000000023,5.34346642198342,1.33689374622496,1.39471106351161,4.92385956086884,4.37427095328143,2.18302357372438,4.35491064234465,0.8599993882569811,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2156,698,57.0,8.76732914779405,5,7,1952,1952,0.0,5.351858133476067,6.313548046277095,5.393627546352362,980.0,7.046647277848756,0.0,0.0,7.046647277848756,0.0,0.6931471805599453,1,0.0,2.0,0.6931471805599453,6.0,0.0,1952.0,1.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2006,123500,200609,302.73,6.315,10.796980375734279,2.5,2.271878000000003,2.41092779932883,3.2311369255321902,4.14576204212334,6.32346039555669,1.63262349040344,4.351211174178689,1.70207868426764,1.2670615304504917,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2157,699,65.0,9.042040056544483,5,8,1965,2009,0.0,6.317164686747284,4.770684624465665,5.41610040220442,894.0,6.796823718274855,0.0,0.0,6.796823718274855,1.0,0.0,1,0.0,3.0,0.6931471805599453,5.0,1.0,1973.0,1.0,336.0,6.0330862217988015,4.976733742420574,0.0,0.0,0.0,0.0,0.0,4,2010,138500,201004,205.39,4.926,10.897905312186381,3.9,3.7059160000000078,2.54511883666825,3.63984327885678,4.7361089555336,7.67669818060252,0.54328191185314,4.6270189871682685,2.4718322577307403,1.3792314869912692,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2158,700,59.0,8.36240897761537,7,5,2004,2004,0.0,2.833213344056216,0.0,7.226936018493289,1391.0,7.238496840894365,0.0,0.0,7.238496840894365,0.0,0.0,2,0.0,2.0,0.6931471805599453,5.0,0.0,2004.0,2.0,530.0,5.056245805348308,5.0689042022202315,0.0,0.0,0.0,0.0,0.0,7,2008,196000,200807,241.83,6.185,10.765554384199836,3.5,4.989808000000006,4.74295104859529,1.6909560438333202,2.8437630408750803,7.42297845451905,2.87532133431522,2.41140359958715,4.26489534759754,0.8256719419756423,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2159,701,85.0,9.570250078424845,8,5,2002,2002,6.447305862541213,7.150701457592526,0.0,6.267200548541362,1800.0,7.496097345175956,0.0,0.0,7.496097345175956,1.0,0.0,2,0.0,3.0,0.6931471805599453,7.0,1.0,2002.0,3.0,765.0,5.602118820879701,4.3694478524670215,0.0,0.0,0.0,0.0,0.0,5,2006,312500,200605,270.3,6.446000000000001,10.771490993778757,2.5,2.205308000000002,3.968330531067661,5.6009353134293605,5.85054924597893,3.81362515753847,5.06031412999677,6.63367801285357,2.93914473098004,1.8189117767003127,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2160,702,80.0,9.169622538697624,7,5,1969,1969,5.1298987149230735,0.0,0.0,7.060476365999801,1164.0,7.060476365999801,0.0,0.0,7.060476365999801,0.0,0.0,1,1.0,3.0,0.6931471805599453,6.0,0.0,1969.0,2.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,140000,200607,290.01,6.747999999999999,10.764476968625194,2.7,2.225586000000001,5.4115981325618,0.466811299757497,1.6125484884744998,6.59574482600059,3.83190771769118,1.35116756341825,4.697058606236308,0.4366927272282695,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2161,703,82.0,9.428591977209965,8,5,2006,2006,6.1463292576688975,0.0,0.0,7.118826249062078,1234.0,7.142827401161621,7.180069874302796,0.0,7.854381210652365,0.0,0.0,2,1.0,4.0,0.6931471805599453,10.0,1.0,2006.0,3.0,666.0,5.783825182329737,4.61512051684126,0.0,0.0,0.0,0.0,0.0,7,2006,361919,200607,290.01,6.747999999999999,10.764476968625194,2.7,2.225586000000001,6.89802749950294,2.0230150019092803,2.5182562482320203,8.18159556640283,5.00512424992209,1.46089692912829,6.35172265184981,1.2208853269878535,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2162,704,76.0,8.939974177289633,5,9,1900,1996,0.0,0.0,0.0,5.8888779583328805,360.0,6.940222469119639,6.660575149839686,0.0,7.502738210754851,0.0,0.0,2,0.0,4.0,1.0986122886681098,8.0,1.0,1999.0,2.0,672.0,5.84354441703136,0.0,3.713572066704308,0.0,0.0,0.0,0.0,5,2010,140000,201005,193.49,4.856,10.891559265504869,4.0,3.6601460000000086,5.528543826296951,1.8934853154559697,1.67444782829631,4.35216121151638,4.76068295297835,2.6163264522375496,4.47092638793621,1.0795793105628735,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2163,705,70.0,9.036106025364846,7,5,2004,2005,4.700480365792417,6.569481420414296,0.0,6.635946555686647,1473.0,7.3031700512368,0.0,0.0,7.3031700512368,1.0,0.0,2,0.0,3.0,0.6931471805599453,7.0,0.0,2004.0,2.0,606.0,0.0,3.58351893845611,0.0,4.976733742420574,0.0,0.0,0.0,5,2010,213000,201005,193.49,4.856,10.891559265504869,4.0,3.6601460000000086,0.19039374761248604,5.62613068308996,6.512079533939558,7.363434424235081,2.2745165829683502,6.74379466569198,1.05319839559691,1.7824355162875982,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
